s,ElementName,ElementOccurence,ElementType,s1,s12,s13,s14,s15,s16,s17,s2,s23,s24,s25,s26,s27,s3,s34,s35,s36,s37,s4,s45,s46,s47,s5,s56,s57,s6,s67,s7,ma1,ma2,ma3,ma4,ma5,ma6,ma7,minimum1,minimum2,minimum3,minimum4,minimum5,minimum6,minimum7,maximum1,maximum2,maximum3,maximum4,maximum5,maximum6,maximum7,Sx,Sxp,Sy,Syp,Ss,Sdelta,St,ex,enx,ecx,ecnx,ey,eny,ecy,ecny,betaxBeam,alphaxBeam,betayBeam,alphayBeam
0.0000000000000000e+00,     _BEG_,     1,      MARK,1.2394244018466767e-04,3.6541500857622520e-12,2.3109887316666324e-11,-1.7093134912490646e-10,-2.4621931380318053e-09,3.8158834273806230e-23,-8.2133112539591931e-18,1.3413614208739131e-02,9.9215398256605455e-10,7.0365022332344291e-07,-1.6529046170153685e-07,9.0169198334062040e-21,-5.5137102036727859e-16,1.0102753425259653e-05,5.7402685014496029e-15,1.5551491887053532e-12,-1.6986567469082699e-23,5.1876571524381222e-21,1.4301971012204570e-03,-4.9678410170067209e-09,-1.9274499412567619e-21,-1.6571578471219043e-17,1.0999999999999992e-03,1.0600617334887570e-22,4.0362821916490433e-15,5.7000000000000063e-04,5.0940326055439823e-25,3.6693474469536821e-12,3.7874490180524640e-04,4.0662903423356794e-02,2.9784364813335229e-05,4.3110162353850985e-03,3.3927956582672988e-03,1.7045142921995899e-03,1.1317587822803868e-11,-3.7874490180524640e-04,-4.0662903423356794e-02,-2.9784364813335229e-05,-4.3000865083370320e-03,-3.3927956582672988e-03,-1.7045142921995899e-03,-1.1317587822803868e-11,3.6637807069467407e-04,4.0254904358731268e-02,2.9665820743880599e-05,4.3110162353850985e-03,3.3801555637235879e-03,1.6646023185919589e-03,1.1275422410543757e-11,1.2394244018466767e-04,1.3413614208739131e-02,1.0102753425259653e-05,1.4301971012204570e-03,1.0999999999999992e-03,5.7000000000000063e-04,3.6693474469536821e-12,1.6625160767228425e-06,1.8870080201306998e-04,1.6625160767228425e-06,1.8870080201306998e-04,1.4448928663150256e-08,1.6399988337800757e-06,1.4448928663150256e-08,1.6399988337800757e-06,9.2400480777371004e-03,-2.1979637592229034e-06,7.0638888979982391e-03,-3.9727987003557324e-07
3.0000000033428859e-03,       D11,     1,      DRIF,1.3031145698942697e-04,5.3977879317421959e-07,3.1906407243759337e-11,1.9400193231976449e-09,-2.9570652356888098e-09,6.5181832269178578e-23,-9.8640909215865985e-18,1.3413614208739131e-02,3.1031046548886052e-09,7.0365022332344291e-07,-1.6521909391007447e-07,9.0169198334062040e-21,-5.5113295373267080e-16,1.0976102905370731e-05,6.1363969921244476e-09,-1.3371437574762848e-11,-2.2762976481693631e-23,-4.4604013552707380e-20,1.4301971012204570e-03,-4.9706978409601905e-09,-1.9274499412567619e-21,-1.6581108175021747e-17,1.1000057581234182e-03,-4.1163896981903493e-13,4.0363244488700089e-15,5.7000000000000063e-04,-1.6250119050963842e-21,3.6693666547308881e-12,4.4469544533637080e-04,4.0662903423356794e-02,3.8703946223489385e-05,4.3110162353850985e-03,3.3929218249727161e-03,1.7045142921995899e-03,1.1318008277202290e-11,-4.4469544533637080e-04,-4.0662903423356794e-02,-3.4057110020419102e-05,-4.3000865083370320e-03,-3.3929218249727161e-03,-1.7045142921995899e-03,-1.1318008277202290e-11,4.0423851781511329e-04,4.0254904358731268e-02,3.8703946223489385e-05,4.3110162353850985e-03,3.3798862901714801e-03,1.6646023185919589e-03,1.1274523734998988e-11,1.3031145698942697e-04,1.3413614208739131e-02,1.0976102905370731e-05,1.4301971012204570e-03,1.1000057581234182e-03,5.7000000000000063e-04,3.6693666547308881e-12,1.6625160767228425e-06,1.8870080201306998e-04,1.6625160767228425e-06,1.8870080201306998e-04,1.4448928663150256e-08,1.6399988337800757e-06,1.4448928663150256e-08,1.6399988337800757e-06,1.0214082173677641e-02,-3.2467583365463354e-01,8.3379770083951005e-03,-4.2469563904584656e-01
6.0000000066857719e-03,       D11,     2,      DRIF,1.4778049263768962e-04,1.0795539321983533e-06,5.3368631218901010e-11,4.0509699955201963e-09,-3.4515091265965640e-09,9.2292180537236529e-23,-1.1513442189404766e-17,1.3413614208739131e-02,5.2140553272111566e-09,7.0365022332344291e-07,-1.6514772611861212e-07,9.0169198334062040e-21,-5.5089488709806311e-16,1.3255277845414713e-05,1.2272788243980391e-08,-2.8315165281971062e-11,-2.8525282064860530e-23,-9.4452862480732944e-20,1.4301971012204570e-03,-4.9735546649136627e-09,-1.9274499412567619e-21,-1.6590637878824418e-17,1.1000116386702312e-03,-8.2327793974227603e-13,4.0363676047502129e-15,5.7000000000000063e-04,-3.2505332134507590e-21,3.6693862708850703e-12,5.3387491838004914e-04,4.0662903423356794e-02,4.7742071703098176e-05,4.3110162353850985e-03,3.3930479916781334e-03,1.7045142921995899e-03,1.1318428731600710e-11,-5.3387491838004914e-04,-4.0662903423356794e-02,-4.2840557918171558e-05,-4.3000865083370320e-03,-3.3930479916781334e-03,-1.7045142921995899e-03,-1.1318428731600710e-11,4.6914985037579911e-04,4.0254904358731268e-02,4.7742071703098176e-05,4.3110162353850985e-03,3.3796170166193740e-03,1.6646023185919589e-03,1.1273625059454229e-11,1.4778049263768962e-04,1.3413614208739131e-02,1.3255277845414713e-05,1.4301971012204570e-03,1.1000116386702312e-03,5.7000000000000063e-04,3.6693862708850703e-12,1.6625160767228425e-06,1.8870080201306998e-04,1.6625160767228425e-06,1.8870080201306998e-04,1.4448928663150260e-08,1.6399988337800761e-06,1.4448928663150260e-08,1.6399988337800761e-06,1.3136158085934119e-02,-6.4934946934550775e-01,1.2160236572227230e-02,-8.4939088081182268e-01
9.0000000100286578e-03,       D11,     3,      DRIF,1.7301942961275423e-04,1.6193290712224872e-06,8.7496559242091304e-11,6.1619206678427469e-09,-3.9455248107550645e-09,1.1955340654902416e-22,-1.3161365057413694e-17,1.3413614208739131e-02,7.3250059995337072e-09,7.0365022332344291e-07,-1.6507635832714955e-07,9.0169198334062040e-21,-5.5065682046345464e-16,1.6363016044762611e-05,1.8409179495836339e-08,-4.3276033932919113e-11,-3.4309466575229463e-23,-1.4435888963163793e-19,1.4301971012204570e-03,-4.9764114888671307e-09,-1.9274499412567619e-21,-1.6600167582627117e-17,1.1000176416384743e-03,-1.2349169096661525e-12,4.0364116592896577e-15,5.7000000000000063e-04,-4.8760545218278136e-21,3.6694062954096784e-12,6.2305439142372747e-04,4.0662903423356794e-02,5.6780197182706966e-05,4.3110162353850985e-03,3.3931741583835516e-03,1.7045142921995899e-03,1.1318849185999132e-11,-6.2305439142372747e-04,-4.0662903423356794e-02,-5.3137468973631633e-05,-4.3000865083370320e-03,-3.3931741583835516e-03,-1.7045142921995899e-03,-1.1318849185999132e-11,5.5809932269361158e-04,4.0254904358731268e-02,5.6780197182706966e-05,4.3110162353850985e-03,3.3793477430672670e-03,1.6646023185919589e-03,1.1272726383909470e-11,1.7301942961275423e-04,1.3413614208739131e-02,1.6363016044762611e-05,1.4301971012204570e-03,1.1000176416384743e-03,5.7000000000000063e-04,3.6694062954096784e-12,1.6625160767228427e-06,1.8870080201307000e-04,1.6625160767228427e-06,1.8870080201307000e-04,1.4448928663150258e-08,1.6399988337800759e-06,1.4448928663150258e-08,1.6399988337800759e-06,1.8006275814506537e-02,-9.7402310503638201e-01,1.8530667589494641e-02,-1.2740861225777993e+00
1.2000000013371544e-02,       D11,     4,      DRIF,2.0315270827769196e-04,2.1591042102466209e-06,1.3429019131333025e-10,8.2728713401652992e-09,-4.4391122881643146e-09,1.4651023009539227e-22,-1.4807859525613380e-17,1.3413614208739131e-02,9.4359566718562586e-09,7.0365022332344291e-07,-1.6500499053568696e-07,9.0169198334062040e-21,-5.5041875382884586e-16,1.9915133566093330e-05,2.4545570747692287e-08,-5.8254043527606834e-11,-4.0114537396065353e-23,-1.9432209500542254e-19,1.4301971012204570e-03,-4.9792683128205896e-09,-1.9274499412567619e-21,-1.6609697286429751e-17,1.1000237670261439e-03,-1.6465558795900713e-12,4.0364566124883410e-15,5.7000000000000063e-04,-6.5015758301620723e-21,3.6694267282980270e-12,7.1223386446740580e-04,4.0662903423356794e-02,6.5818322662315756e-05,4.3110162353850985e-03,3.3933003250889698e-03,1.7045142921995899e-03,1.1319269640397554e-11,-7.1223386446740580e-04,-4.0662903423356794e-02,-6.3434380029091708e-05,-4.3000865083370320e-03,-3.3933003250889698e-03,-1.7045142921995899e-03,-1.1319269640397554e-11,6.5052239551470481e-04,4.0254904358731268e-02,6.5818322662315756e-05,4.3110162353850985e-03,3.3790784695151600e-03,1.6646023185919589e-03,1.1271827708364704e-11,2.0315270827769196e-04,1.3413614208739131e-02,1.9915133566093330e-05,1.4301971012204570e-03,1.1000237670261439e-03,5.7000000000000063e-04,3.6694267282980270e-12,1.6625160767228425e-06,1.8870080201306998e-04,1.6625160767228425e-06,1.8870080201306998e-04,1.4448928663150247e-08,1.6399988337800746e-06,1.4448928663150247e-08,1.6399988337800746e-06,2.4824435359394898e-02,-1.2986967407272563e+00,2.7449270060197341e-02,-1.6987813643437772e+00
1.5000000016714430e-02,       D11,     5,      DRIF,2.3631541121000302e-04,2.6988793492707550e-06,1.9374952743261786e-10,1.0383822012487850e-08,-4.9322715588243144e-09,1.7365366558795234e-22,-1.6452925594003832e-17,1.3413614208739131e-02,1.1546907344178811e-08,7.0365022332344291e-07,-1.6493362274422471e-07,9.0169198334062040e-21,-5.5018068719423867e-16,2.3712763301262006e-05,3.0681961999548231e-08,-7.3249194066034428e-11,-4.5906352647585083e-23,-2.4434247860208581e-19,1.4301971012204570e-03,-4.9821251367740427e-09,-1.9274499412567619e-21,-1.6619226990232370e-17,1.1000300148311950e-03,-2.0581948495157687e-12,4.0365024643462634e-15,5.7000000000000063e-04,-8.1270971385433080e-21,3.6694475695432936e-12,8.0141333751108414e-04,4.0662903423356794e-02,7.6247222231366234e-05,4.3110162353850985e-03,3.3934264917943862e-03,1.7045142921995899e-03,1.1319690094795985e-11,-8.0141333751108414e-04,-4.0662903423356794e-02,-7.4366669690087387e-05,-4.3000865083370320e-03,-3.3934264917943862e-03,-1.7045142921995899e-03,-1.1319690094795985e-11,7.6846214752263921e-04,4.0254904358731268e-02,7.6247222231366234e-05,4.3110162353850985e-03,3.3788091959630565e-03,1.6646023185919589e-03,1.1270929032819932e-11,2.3631541121000302e-04,1.3413614208739131e-02,2.3712763301262006e-05,1.4301971012204570e-03,1.1000300148311950e-03,5.7000000000000063e-04,3.6694475695432936e-12,1.6625160767228421e-06,1.8870080201306995e-04,1.6625160767228421e-06,1.8870080201306995e-04,1.4448928663150253e-08,1.6399988337800753e-06,1.4448928663150253e-08,1.6399988337800753e-06,3.3590636720599205e-02,-1.6233703764181313e+00,3.8916043984335291e-02,-2.1234766061097532e+00
1.8000000020057316e-02,       D11,     6,      DRIF,2.7139929091266665e-04,3.2386544882948883e-06,2.6587456759995409e-10,1.2494772684810400e-08,-5.4250026227350688e-09,2.0056813748695773e-22,-1.8096563262585080e-17,1.3413614208739131e-02,1.3657858016501363e-08,7.0365022332344291e-07,-1.6486225495276270e-07,9.0169198334062040e-21,-5.4994262055963236e-16,2.7654946923835912e-05,3.6818353251404179e-08,-8.8261485548202408e-11,-5.1699491388084900e-23,-2.9442004042163228e-19,1.4301971012204570e-03,-4.9849819607275206e-09,-1.9274499412567619e-21,-1.6628756694035065e-17,1.1000363850515412e-03,-2.4698338194467286e-12,4.0365492148634259e-15,5.7000000000000063e-04,-9.7526184468904652e-21,3.6694688191385221e-12,8.9537206532872330e-04,4.0662903423356794e-02,8.8479503147366901e-05,4.3110162353850985e-03,3.3935526584998061e-03,1.7045142921995899e-03,1.1320110549194397e-11,-8.9537206532872330e-04,-4.0662903423356794e-02,-8.6954122944695597e-05,-4.3000865083370320e-03,-3.3935526584998061e-03,-1.7045142921995899e-03,-1.1320110549194397e-11,8.8730759893432590e-04,4.0254904358731268e-02,8.8479503147366901e-05,4.3110162353850985e-03,3.3785399224109496e-03,1.6646023185919589e-03,1.1270030357275199e-11,2.7139929091266665e-04,1.3413614208739131e-02,2.7654946923835912e-05,1.4301971012204570e-03,1.1000363850515412e-03,5.7000000000000063e-04,3.6694688191385221e-12,1.6625160767228436e-06,1.8870080201307011e-04,1.6625160767228436e-06,1.8870080201307011e-04,1.4448928663150253e-08,1.6399988337800753e-06,1.4448928663150253e-08,1.6399988337800753e-06,4.4304879898119411e-02,-1.9480440121090037e+00,5.2930989361908536e-02,-2.5481718478757296e+00
2.1000000023400203e-02,       D11,     7,      DRIF,3.0774799345925440e-04,3.7784296273190224e-06,3.5066531181533888e-10,1.4605723357132951e-08,-5.9173054798965779e-09,2.2794980099593309e-22,-1.9738772531357107e-17,1.3413614208739131e-02,1.5768808688823914e-08,7.0365022332344291e-07,-1.6479088716130090e-07,9.0169198334062040e-21,-5.4970455392502675e-16,3.1687779709074707e-05,4.2954744503260120e-08,-1.0329091797410925e-10,-5.7484115338154253e-23,-3.4455478046404889e-19,1.4301971012204570e-03,-4.9878387846809332e-09,-1.9274499412567619e-21,-1.6638286397837410e-17,1.1000428776850560e-03,-2.8814727893699591e-12,4.0365968640398268e-15,5.7000000000000063e-04,-1.1378139755287674e-20,3.6694904770766161e-12,1.0061530503460126e-03,4.0662903423356794e-02,1.0071178406336757e-04,4.3110162353850985e-03,3.3936788252052208e-03,1.7045142921995899e-03,1.1320531003592816e-11,-9.9591309456929962e-04,-4.0662903423356794e-02,-9.9541576199303807e-05,-4.3000865083370320e-03,-3.3936788252052208e-03,-1.7045142921995899e-03,-1.1320531003592816e-11,1.0061530503460126e-03,4.0254904358731268e-02,1.0071178406336757e-04,4.3110162353850985e-03,3.3782706488588443e-03,1.6646023185919589e-03,1.1269131681730427e-11,3.0774799345925440e-04,1.3413614208739131e-02,3.1687779709074707e-05,1.4301971012204570e-03,1.1000428776850560e-03,5.7000000000000063e-04,3.6694904770766161e-12,1.6625160767228425e-06,1.8870080201306998e-04,1.6625160767228425e-06,1.8870080201306998e-04,1.4448928663150275e-08,1.6399988337800778e-06,1.4448928663150275e-08,1.6399988337800778e-06,5.6967164891955621e-02,-2.2727176477998792e+00,6.9494106192916946e-02,-2.9728670896417015e+00
2.4000000026743087e-02,       D11,     8,      DRIF,3.4496192642993219e-04,4.3182047663431561e-06,4.4812176007877244e-10,1.6716674029455503e-08,-6.4091801303088373e-09,2.5534800811715947e-22,-2.1379553400319881e-17,1.3413614208739131e-02,1.7879759361146464e-08,7.0365022332344291e-07,-1.6471951936983889e-07,9.0169198334062040e-21,-5.4946648729042014e-16,3.5780623582795114e-05,4.9091135755116068e-08,-1.1833749134375577e-10,-6.3285851587145791e-23,-3.9474669872935500e-19,1.4301971012204570e-03,-4.9906956086343457e-09,-1.9274499412567619e-21,-1.6647816101640112e-17,1.1000494927295723e-03,-3.2931117593017975e-12,4.0366454118754678e-15,5.7000000000000063e-04,-1.3003661063707288e-20,3.6695125433503468e-12,1.1249985017576993e-03,4.0662903423356794e-02,1.1294406497936823e-04,4.3110162353850985e-03,3.3938049919106338e-03,1.7045142921995899e-03,1.1320951457991222e-11,-1.0964541238098759e-03,-4.0662903423356794e-02,-1.1212902945391202e-04,-4.3000865083370320e-03,-3.3938049919106338e-03,-1.7045142921995899e-03,-1.1320951457991222e-11,1.1249985017576993e-03,4.0254904358731268e-02,1.1294406497936823e-04,4.3110162353850985e-03,3.3780013753067391e-03,1.6646023185919589e-03,1.1268233006185668e-11,3.4496192642993219e-04,1.3413614208739131e-02,3.5780623582795114e-05,1.4301971012204570e-03,1.1000494927295723e-03,5.7000000000000063e-04,3.6695125433503468e-12,1.6625160767228429e-06,1.8870080201307003e-04,1.6625160767228429e-06,1.8870080201307003e-04,1.4448928663150261e-08,1.6399988337800763e-06,1.4448928663150261e-08,1.6399988337800763e-06,7.1577491702107712e-02,-2.5973912834907531e+00,8.8605394477360766e-02,-3.3975623314076810e+00
2.7000000030085972e-02,       D11,     9,      DRIF,3.8278882524448940e-04,4.8579799053672898e-06,5.5824391239025457e-10,1.8827624701778054e-08,-6.9006265739718465e-09,2.8207123585854260e-22,-2.3018905869473463e-17,1.3413614208739131e-02,1.9990710033469015e-08,7.0365022332344291e-07,-1.6464815157837699e-07,9.0169198334062040e-21,-5.4922842065581512e-16,3.9915022392686487e-05,5.5227527006972016e-08,-1.3340120565714176e-10,-6.9084946028055982e-23,-4.4499579521753173e-19,1.4301971012204570e-03,-4.9935524325877533e-09,-1.9274499412567619e-21,-1.6657345805442576e-17,1.1000562301828813e-03,-3.7047507292330644e-12,4.0366948583703479e-15,5.7000000000000063e-04,-1.4629182372035117e-20,3.6695350179523470e-12,1.2438439531693860e-03,4.0662903423356794e-02,1.2517634589536892e-04,4.3110162353850985e-03,3.3939311586160467e-03,1.7045142921995899e-03,1.1321371912389627e-11,-1.1969951530504523e-03,-4.0662903423356794e-02,-1.2471648270852021e-04,-4.3000865083370320e-03,-3.3939311586160467e-03,-1.7045142921995899e-03,-1.1321371912389627e-11,1.2438439531693860e-03,4.0254904358731268e-02,1.2517634589536892e-04,4.3110162353850985e-03,3.3777321017546338e-03,1.6646023185919589e-03,1.1267334330640908e-11,3.8278882524448940e-04,1.3413614208739131e-02,3.9915022392686487e-05,1.4301971012204570e-03,1.1000562301828813e-03,5.7000000000000063e-04,3.6695350179523470e-12,1.6625160767228429e-06,1.8870080201307003e-04,1.6625160767228429e-06,1.8870080201307003e-04,1.4448928663150247e-08,1.6399988337800746e-06,1.4448928663150247e-08,1.6399988337800746e-06,8.8135860328575774e-02,-2.9220649191816270e+00,1.1026485421523993e-01,-3.8222575731736614e+00
