s,ElementName,ElementOccurence,ElementType,s1,s12,s13,s14,s15,s16,s17,s2,s23,s24,s25,s26,s27,s3,s34,s35,s36,s37,s4,s45,s46,s47,s5,s56,s57,s6,s67,s7,ma1,ma2,ma3,ma4,ma5,ma6,ma7,minimum1,minimum2,minimum3,minimum4,minimum5,minimum6,minimum7,maximum1,maximum2,maximum3,maximum4,maximum5,maximum6,maximum7,Sx,Sxp,Sy,Syp,Ss,Sdelta,St,ex,enx,ecx,ecnx,ey,eny,ecy,ecny,betaxBeam,alphaxBeam,betayBeam,alphayBeam
0.0000000000000000e+00,     _BEG_,     1,      MARK,1.8588235904598946e-03,5.1337466464886866e-07,1.1728476283556962e-08,8.0931448966552869e-09,-3.3569708079615825e-08,5.4688682239473897e-22,-1.1198084216205462e-16,9.3606250806648221e-04,3.9812474428737312e-09,4.1481671479315717e-09,-1.5007016251651929e-08,6.2356712692289474e-22,-5.0059960585057219e-17,3.4187345920210920e-04,8.1405324260456891e-08,4.7841524019019868e-11,-5.6362895799281226e-22,1.5958946322533323e-19,2.4183707532314674e-04,-1.0013777282378599e-10,-4.4102358585571250e-22,-3.3403587506219914e-19,9.9999999999999915e-04,1.0185571190732961e-22,3.3357704063215224e-15,5.7000000000000052e-04,4.6309389739910062e-25,3.3357704063215290e-12,5.6802170200381391e-03,3.0297018814000667e-03,1.0078919478934819e-03,7.8823316426207448e-04,3.0843596893339077e-03,1.7045142921995899e-03,1.0288716202548971e-11,-5.6802170200381391e-03,-2.8855646375438504e-03,-1.0078919478934819e-03,-7.3977885541739519e-04,-3.0843596893339077e-03,-1.7045142921995899e-03,-1.0288716202548971e-11,5.4947457853802232e-03,3.0297018814000667e-03,1.0038804601943936e-03,7.8823316426207448e-04,3.0728686942941715e-03,1.6646023185919589e-03,1.0250384009585237e-11,1.8588235904598946e-03,9.3606250806648221e-04,3.4187345920210920e-04,2.4183707532314674e-04,9.9999999999999915e-04,5.7000000000000052e-04,3.3357704063215290e-12,1.6625160767228366e-06,1.8870080201306933e-04,1.6625160767228366e-06,1.8870080201306933e-04,1.4448928663149115e-08,1.6399988337799461e-06,1.4448928663149115e-08,1.6399988337799461e-06,2.0783108138485962e+00,-3.0879380466553830e-01,8.0890054087472389e+00,-5.6340041644800234e+00
5.0629303909757719e-03,       D10,     1,      DRIF,1.8602273949797621e-03,5.1781087017177138e-07,1.1789714422549544e-08,8.1141467781753966e-09,-3.3645662692783563e-08,5.5067729483370197e-22,-1.1223420931966994e-16,9.3606250806648221e-04,4.0022493243938393e-09,4.1481671479315717e-09,-1.5006957222813942e-08,6.2356712692289474e-22,-5.0059763670777602e-17,3.4307908746092927e-04,8.1701430610138528e-08,4.7324237167472952e-11,-5.6573859942706757e-22,1.5786391330985041e-19,2.4183707532314674e-04,-1.0014681683606583e-10,-4.4102358585571250e-22,-3.3406604601196923e-19,1.0000000139424217e-03,3.3073292040242372e-15,3.3357704993354530e-15,5.7000000000000052e-04,-4.1440582339362315e-22,3.3357704528268214e-12,5.6846652308889401e-03,3.0297018814000667e-03,1.0113310185219304e-03,7.8823316426207448e-04,3.0843612399776643e-03,1.7045142921995899e-03,1.0288720685325912e-11,-5.6846652308889401e-03,-2.8855646375438504e-03,-1.0113310185219304e-03,-7.3977885541739519e-04,-3.0843612399776643e-03,-1.7045142921995899e-03,-1.0288720685325912e-11,5.5005501399452480e-03,3.0297018814000667e-03,1.0078712298369110e-03,7.8823316426207448e-04,3.0728663913582302e-03,1.6646023185919589e-03,1.0250375583611355e-11,1.8602273949797621e-03,9.3606250806648221e-04,3.4307908746092927e-04,2.4183707532314674e-04,1.0000000139424217e-03,5.7000000000000052e-04,3.3357704528268214e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149060e-08,1.6399988337799400e-06,1.4448928663149060e-08,1.6399988337799400e-06,2.0814511266889202e+00,-3.1146217316134694e-01,8.1461583067551260e+00,-5.6544974727788695e+00
1.0125860781951544e-02,       D10,     2,      DRIF,1.8616422056925159e-03,5.2224707569467410e-07,1.1851165223670557e-08,8.1351486596955080e-09,-3.3721616708233502e-08,5.5273134973079366e-22,-1.1248757448335862e-16,9.3606250806648221e-04,4.0232512059139482e-09,4.1481671479315717e-09,-1.5006898193975935e-08,6.2356712692289474e-22,-5.0059566756497855e-17,3.4428484824474234e-04,8.1997536959820150e-08,4.6806858737521685e-11,-5.6836440156355589e-22,1.5613805788758263e-19,2.4183707532314674e-04,-1.0015586084834153e-10,-4.4102358585571250e-22,-3.3409621696169911e-19,1.0000000278939155e-03,6.6146583119737619e-15,3.3357705924098964e-15,5.7000000000000052e-04,-8.2927474065127657e-22,3.3357704993625337e-12,5.6891134417397411e-03,3.0297018814000667e-03,1.0147700891503788e-03,7.8823316426207448e-04,3.0843627906214210e-03,1.7045142921995899e-03,1.0288725168102854e-11,-5.6891134417397411e-03,-2.8855646375438504e-03,-1.0147700891503788e-03,-7.3977885541739519e-04,-3.0843627906214210e-03,-1.7045142921995899e-03,-1.0288725168102854e-11,5.5063544945102728e-03,3.0297018814000667e-03,1.0118619994794284e-03,7.8823316426207448e-04,3.0728640884222901e-03,1.6646023185919589e-03,1.0250367157637485e-11,1.8616422056925159e-03,9.3606250806648221e-04,3.4428484824474234e-04,2.4183707532314674e-04,1.0000000278939155e-03,5.7000000000000052e-04,3.3357704993625337e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149141e-08,1.6399988337799491e-06,1.4448928663149141e-08,1.6399988337799491e-06,2.0846184590571482e+00,-3.1413054165715565e-01,8.2035187171497341e+00,-5.6749907810776614e+00
1.5188791172927315e-02,       D10,     3,      DRIF,1.8630679975239022e-03,5.2668328121757692e-07,1.1912828686920005e-08,8.1561505412156177e-09,-3.3797570125965603e-08,5.5523009692519385e-22,-1.1274093765312063e-16,9.3606250806648221e-04,4.0442530874340587e-09,4.1481671479315717e-09,-1.5006839165137942e-08,6.2356712692289474e-22,-5.0059369842218164e-17,3.4549074016601382e-04,8.2293643309501800e-08,4.6289388729158558e-11,-5.7111461166417218e-22,1.5441189695844120e-19,2.4183707532314674e-04,-1.0016490486062027e-10,-4.4102358585571250e-22,-3.3412638791145534e-19,1.0000000418544806e-03,9.9219873949358149e-15,3.3357706855448517e-15,5.7000000000000052e-04,-1.2441436579755098e-21,3.3357705459286642e-12,5.6935616525905421e-03,3.0297018814000667e-03,1.0182091597788273e-03,7.8823316426207448e-04,3.0843643412651802e-03,1.7045142921995899e-03,1.0288729650879803e-11,-5.6935616525905421e-03,-2.8855646375438504e-03,-1.0182091597788273e-03,-7.3977885541739519e-04,-3.0843643412651802e-03,-1.7045142921995899e-03,-1.0288729650879803e-11,5.5121588490752976e-03,3.0297018814000667e-03,1.0158527691219459e-03,7.8823316426207448e-04,3.0728617854863475e-03,1.6646023185919589e-03,1.0250358731663602e-11,1.8630679975239022e-03,9.3606250806648221e-04,3.4549074016601382e-04,2.4183707532314674e-04,1.0000000418544806e-03,5.7000000000000052e-04,3.3357705459286642e-12,1.6625160767228366e-06,1.8870080201306933e-04,1.6625160767228366e-06,1.8870080201306933e-04,1.4448928663149060e-08,1.6399988337799400e-06,1.4448928663149060e-08,1.6399988337799400e-06,2.0878128109532792e+00,-3.1679891015296446e-01,8.2610866399312286e+00,-5.6954840893765182e+00
2.0251721563903088e-02,       D10,     4,      DRIF,1.8645047452820484e-03,5.3111948674047975e-07,1.1974704812297881e-08,8.1771524227357275e-09,-3.3873522945979977e-08,5.5753826170646180e-22,-1.1299429882895652e-16,9.3606250806648221e-04,4.0652549689541693e-09,4.1481671479315717e-09,-1.5006780136300002e-08,6.2356712692289474e-22,-5.0059172927938806e-17,3.4669676185636409e-04,8.2589749659183436e-08,4.5771827142385263e-11,-5.7343601133524095e-22,1.5268543052244510e-19,2.4183707532314674e-04,-1.0017394887290122e-10,-4.4102358585571250e-22,-3.3415655886123303e-19,1.0000000558241175e-03,1.3229316505320560e-14,3.3357707787403225e-15,5.7000000000000052e-04,-1.6590125752434579e-21,3.3357705925252147e-12,5.6980098634413431e-03,3.0297018814000667e-03,1.0216482304072757e-03,7.8823316426207448e-04,3.0843658919089308e-03,1.7045142921995899e-03,1.0288734133656726e-11,-5.6980098634413431e-03,-2.8855646375438504e-03,-1.0216482304072757e-03,-7.3977885541739519e-04,-3.0843658919089308e-03,-1.7045142921995899e-03,-1.0288734133656726e-11,5.5179632036403223e-03,3.0297018814000667e-03,1.0198435387644633e-03,7.8823316426207448e-04,3.0728594825504101e-03,1.6646023185919589e-03,1.0250350305689725e-11,1.8645047452820484e-03,9.3606250806648221e-04,3.4669676185636409e-04,2.4183707532314674e-04,1.0000000558241175e-03,5.7000000000000052e-04,3.3357705925252147e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149032e-08,1.6399988337799368e-06,1.4448928663149032e-08,1.6399988337799368e-06,2.0910341823773138e+00,-3.1946727864877322e-01,8.3188620750994886e+00,-5.7159773976753536e+00
2.5314651954878861e-02,       D10,     5,      DRIF,1.8659524236593907e-03,5.3555569226338257e-07,1.2036793599804191e-08,8.1981543042558389e-09,-3.3949475168276539e-08,5.6079933855339087e-22,-1.1324765801086533e-16,9.3606250806648221e-04,4.0862568504742790e-09,4.1481671479315717e-09,-1.5006721107462041e-08,6.2356712692289474e-22,-5.0058976013659220e-17,3.4790291196624143e-04,8.2885856008865072e-08,4.5254173977198603e-11,-5.7618357445789717e-22,1.5095865857963013e-19,2.4183707532314674e-04,-1.0018299288518327e-10,-4.4102358585571250e-22,-3.3418672981099003e-19,1.0000000698028256e-03,1.6536645611279559e-14,3.3357708719963048e-15,5.7000000000000052e-04,-2.0738814924500326e-21,3.3357706391521830e-12,5.7024580742921441e-03,3.0297018814000667e-03,1.0250873010357242e-03,7.8823316426207448e-04,3.0843674425526865e-03,1.7045142921995899e-03,1.0288738616433649e-11,-5.7024580742921441e-03,-2.8855646375438504e-03,-1.0250873010357242e-03,-7.3977885541739519e-04,-3.0843674425526865e-03,-1.7045142921995899e-03,-1.0288738616433649e-11,5.5237675582053471e-03,3.0297018814000667e-03,1.0238343084069807e-03,7.8823316426207448e-04,3.0728571796144674e-03,1.6646023185919589e-03,1.0250341879715848e-11,1.8659524236593907e-03,9.3606250806648221e-04,3.4790291196624143e-04,2.4183707532314674e-04,1.0000000698028256e-03,5.7000000000000052e-04,3.3357706391521830e-12,1.6625160767228366e-06,1.8870080201306933e-04,1.6625160767228366e-06,1.8870080201306933e-04,1.4448928663149060e-08,1.6399988337799400e-06,1.4448928663149060e-08,1.6399988337799400e-06,2.0942825733292518e+00,-3.2213564714458204e-01,8.3768450226545124e+00,-5.7364707059741677e+00
3.0377582345854633e-02,       D10,     6,      DRIF,1.8674110072346038e-03,5.3999189778628529e-07,1.2099095049438931e-08,8.2191561857759486e-09,-3.4025426792855230e-08,5.6372160222141826e-22,-1.1350101519884771e-16,9.3606250806648221e-04,4.1072587319943896e-09,4.1481671479315717e-09,-1.5006662078624041e-08,6.2356712692289474e-22,-5.0058779099379492e-17,3.4910918916460185e-04,8.3181962358546708e-08,4.4736429233609084e-11,-5.7844938759180241e-22,1.4923158112996220e-19,2.4183707532314674e-04,-1.0019203689746292e-10,-4.4102358585571250e-22,-3.3421690076077076e-19,1.0000000837906045e-03,1.9843974700594357e-14,3.3357709653127956e-15,5.7000000000000052e-04,-2.4887504099181543e-21,3.3357706858095688e-12,5.7069062851429452e-03,3.0297018814000667e-03,1.0285263716641726e-03,7.8823316426207448e-04,3.0843689931964423e-03,1.7045142921995899e-03,1.0288743099210584e-11,-5.7069062851429452e-03,-2.8855646375438504e-03,-1.0285263716641726e-03,-7.3977885541739519e-04,-3.0843689931964423e-03,-1.7045142921995899e-03,-1.0288743099210584e-11,5.5295719127703719e-03,3.0297018814000667e-03,1.0278250780494981e-03,7.8823316426207448e-04,3.0728548766785178e-03,1.6646023185919589e-03,1.0250333453741946e-11,1.8674110072346038e-03,9.3606250806648221e-04,3.4910918916460185e-04,2.4183707532314674e-04,1.0000000837906045e-03,5.7000000000000052e-04,3.3357706858095688e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149087e-08,1.6399988337799429e-06,1.4448928663149087e-08,1.6399988337799429e-06,2.0975579838090934e+00,-3.2480401564039069e-01,8.4350354825963336e+00,-5.7569640142729810e+00
3.5440512736830403e-02,       D10,     7,      DRIF,1.8688804704745262e-03,5.4442810330918800e-07,1.2161609161202105e-08,8.2401580672960583e-09,-3.4101377819716161e-08,5.6838028343131687e-22,-1.1375437039290297e-16,9.3606250806648221e-04,4.1282606135144985e-09,4.1481671479315717e-09,-1.5006603049786051e-08,6.2356712692289474e-22,-5.0058582185099764e-17,3.5031559213859534e-04,8.3478068708228331e-08,4.4218592911610264e-11,-5.8087666638127800e-22,1.4750419817352750e-19,2.4183707532314674e-04,-1.0020108090974004e-10,-4.4102358585571250e-22,-3.3424707171048254e-19,1.0000000977874557e-03,2.3151303789517405e-14,3.3357710586898057e-15,5.7000000000000052e-04,-2.9036193271788051e-21,3.3357707324973761e-12,5.7113544959937462e-03,3.0297018814000667e-03,1.0319654422926211e-03,7.8823316426207448e-04,3.0843705438401911e-03,1.7045142921995899e-03,1.0288747581987546e-11,-5.7113544959937462e-03,-2.8855646375438504e-03,-1.0319654422926211e-03,-7.3977885541739519e-04,-3.0843705438401911e-03,-1.7045142921995899e-03,-1.0288747581987546e-11,5.5353762673353967e-03,3.0297018814000667e-03,1.0318158476920155e-03,7.8823316426207448e-04,3.0728525737425821e-03,1.6646023185919589e-03,1.0250325027768056e-11,1.8688804704745262e-03,9.3606250806648221e-04,3.5031559213859534e-04,2.4183707532314674e-04,1.0000000977874557e-03,5.7000000000000052e-04,3.3357707324973761e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149115e-08,1.6399988337799461e-06,1.4448928663149115e-08,1.6399988337799461e-06,2.1008604138168385e+00,-3.2747238413619945e-01,8.4934334549249471e+00,-5.7774573225717933e+00
4.0503443127806175e-02,       D10,     8,      DRIF,1.8703607877360825e-03,5.4886430883209083e-07,1.2224335935093707e-08,8.2611599488161697e-09,-3.4177328248859307e-08,5.6924849220225257e-22,-1.1400772359303287e-16,9.3606250806648221e-04,4.1492624950346083e-09,4.1481671479315717e-09,-1.5006544020948051e-08,6.2356712692289474e-22,-5.0058385270820073e-17,3.5152211959325853e-04,8.3774175057909981e-08,4.3700665011204909e-11,-5.8311865671354167e-22,1.4577650971014097e-19,2.4183707532314674e-04,-1.0021012492201518e-10,-4.4102358585571250e-22,-3.3427724266028152e-19,1.0000001117933777e-03,2.6458632868212530e-14,3.3357711521273259e-15,5.7000000000000052e-04,-3.3184882446425091e-21,3.3357707792156005e-12,5.7158027068445472e-03,3.0297018814000667e-03,1.0358066173345329e-03,7.8823316426207448e-04,3.0843720944839503e-03,1.7045142921995899e-03,1.0288752064764495e-11,-5.7158027068445472e-03,-2.8855646375438504e-03,-1.0354045129210695e-03,-7.3977885541739519e-04,-3.0843720944839503e-03,-1.7045142921995899e-03,-1.0288752064764495e-11,5.5411806219004215e-03,3.0297018814000667e-03,1.0358066173345329e-03,7.8823316426207448e-04,3.0728502708066360e-03,1.6646023185919589e-03,1.0250316601794179e-11,1.8703607877360825e-03,9.3606250806648221e-04,3.5152211959325853e-04,2.4183707532314674e-04,1.0000001117933777e-03,5.7000000000000052e-04,3.3357707792156005e-12,1.6625160767228366e-06,1.8870080201306933e-04,1.6625160767228366e-06,1.8870080201306933e-04,1.4448928663149032e-08,1.6399988337799368e-06,1.4448928663149032e-08,1.6399988337799368e-06,2.1041898633524871e+00,-3.3014075263200826e-01,8.5520389396404219e+00,-5.7979506308706519e+00
4.5566373518781948e-02,       D10,     9,      DRIF,1.8718519332682052e-03,5.5330051435499365e-07,1.2287275371113744e-08,8.2821618303362778e-09,-3.4253278080284660e-08,5.7441539318050380e-22,-1.1426107479923560e-16,9.3606250806648221e-04,4.1702643765547188e-09,4.1481671479315717e-09,-1.5006484992110055e-08,6.2356712692289474e-22,-5.0058188356540530e-17,3.5272877025121320e-04,8.4070281407591604e-08,4.3182645532390666e-11,-5.8576298769575123e-22,1.4404851574003401e-19,2.4183707532314674e-04,-1.0021916893429045e-10,-4.4102358585571250e-22,-3.3430741360999489e-19,1.0000001258083711e-03,2.9765961947045298e-14,3.3357712456253588e-15,5.7000000000000052e-04,-3.7333571619566843e-21,3.3357708259642443e-12,5.7202509176953482e-03,3.0297018814000667e-03,1.0397973869770503e-03,7.8823316426207448e-04,3.0843736451277096e-03,1.7045142921995899e-03,1.0288756547541431e-11,-5.7202509176953482e-03,-2.8855646375438504e-03,-1.0388435835495180e-03,-7.3977885541739519e-04,-3.0843736451277096e-03,-1.7045142921995899e-03,-1.0288756547541431e-11,5.5469849764654463e-03,3.0297018814000667e-03,1.0397973869770503e-03,7.8823316426207448e-04,3.0728479678706899e-03,1.6646023185919589e-03,1.0250308175820277e-11,1.8718519332682052e-03,9.3606250806648221e-04,3.5272877025121320e-04,2.4183707532314674e-04,1.0000001258083711e-03,5.7000000000000052e-04,3.3357708259642443e-12,1.6625160767228368e-06,1.8870080201306933e-04,1.6625160767228368e-06,1.8870080201306933e-04,1.4448928663149087e-08,1.6399988337799429e-06,1.4448928663149087e-08,1.6399988337799429e-06,2.1075463324160397e+00,-3.3280912112781696e-01,8.6108519367426126e+00,-5.8184439391694536e+00
