s,betax,alphax,psix,etax,etaxp,xAperture,betay,alphay,psiy,etay,etayp,yAperture,pCentral0,ElementName,ElementOccurence,ElementType,ChamberShape
6.7629651954878567e-01,1.9673928885449843e+00,2.6219683164030685e+00,2.9564267385609377e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3390682157812897e+01,-3.8430164418412126e+01,5.5794626017196619e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    50,      DRIF,               ?
6.7729658915780988e-01,1.9621525900599175e+00,2.6179654219890951e+00,2.9615167447558605e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3467611027937448e+01,-3.8493351135279461e+01,5.5837310924779830e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    51,      DRIF,               ?
6.7829665876683409e-01,1.9569202979209539e+00,2.6139625275751217e+00,2.9666203525340867e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3544666280292464e+01,-3.8556537852146796e+01,5.5879856021929672e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    52,      DRIF,               ?
6.7929672837585831e-01,1.9516960121280933e+00,2.6099596331611483e+00,2.9717376138187168e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3621847914877947e+01,-3.8619724569014132e+01,5.5922261994273817e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    53,      DRIF,               ?
6.8029679798488252e-01,1.9464797326813359e+00,2.6059567387471749e+00,2.9768685807824363e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3699155931693895e+01,-3.8682911285881467e+01,5.5964529522965191e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    54,      DRIF,               ?
6.8129686759390673e-01,1.9412714595806815e+00,2.6019538443332015e+00,2.9820133058489090e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3776590330740309e+01,-3.8746098002748802e+01,5.6006659284718388e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    55,      DRIF,               ?
6.8229693720293094e-01,1.9360711928261303e+00,2.5979509499192281e+00,2.9871718416941806e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3854151112017192e+01,-3.8809284719616137e+01,5.6048651951845774e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    56,      DRIF,               ?
6.8329700681195515e-01,1.9308789324176820e+00,2.5939480555052548e+00,2.9923442412480872e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.3931838275524541e+01,-3.8872471436483472e+01,5.6090508192293199e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    57,      DRIF,               ?
6.8429707642097937e-01,1.9256946783553370e+00,2.5899451610912814e+00,2.9975305576956762e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4009651821262356e+01,-3.8935658153350808e+01,5.6132228669675391e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    58,      DRIF,               ?
6.8529714603000358e-01,1.9205184306390950e+00,2.5859422666773080e+00,3.0027308444786338e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4087591749230636e+01,-3.8998844870218143e+01,5.6173814043310996e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    59,      DRIF,               ?
6.8629721563902779e-01,1.9153501892689562e+00,2.5819393722633346e+00,3.0079451552967201e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4165658059429383e+01,-3.9062031587085478e+01,5.6215264968257281e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    60,      DRIF,               ?
6.8729728524805200e-01,1.9101899542449203e+00,2.5779364778493612e+00,3.0131735441092156e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4243850751858595e+01,-3.9125218303952813e+01,5.6256582095344496e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    61,      DRIF,               ?
6.8829735485707622e-01,1.9050377255669877e+00,2.5739335834353878e+00,3.0184160651363728e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4322169826518273e+01,-3.9188405020820149e+01,5.6297766071209905e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    62,      DRIF,               ?
6.8929742446610043e-01,1.8998935032351580e+00,2.5699306890214144e+00,3.0236727728608814e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4400615283408417e+01,-3.9251591737687484e+01,5.6338817538331504e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    63,      DRIF,               ?
6.9029749407512464e-01,1.8947572872494316e+00,2.5659277946074410e+00,3.0289437220293369e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4479187122529027e+01,-3.9314778454554819e+01,5.6379737135061378e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    64,      DRIF,               ?
6.9129756368414885e-01,1.8896290776098081e+00,2.5619249001934676e+00,3.0342289676537215e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4557885343880102e+01,-3.9377965171422154e+01,5.6420525495658791e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    65,      DRIF,               ?
6.9229763329317306e-01,1.8845088743162879e+00,2.5579220057794942e+00,3.0395285650128934e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4636709947461643e+01,-3.9441151888289490e+01,5.6461183250322892e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    66,      DRIF,               ?
6.9329770290219728e-01,1.8793966773688706e+00,2.5539191113655209e+00,3.0448425696540837e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4715660933273650e+01,-3.9504338605156825e+01,5.6501711025225179e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    67,      DRIF,               ?
6.9429777251122149e-01,1.8742924867675566e+00,2.5499162169515475e+00,3.0501710373944046e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4794738301316123e+01,-3.9567525322024160e+01,5.6542109442541594e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    68,      DRIF,               ?
6.9529784212024570e-01,1.8691963025123455e+00,2.5459133225375741e+00,3.0555140243223644e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4873942051589065e+01,-3.9630712038891495e+01,5.6582379120484347e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    69,      DRIF,               ?
6.9629791172926991e-01,1.8641081246032376e+00,2.5419104281236007e+00,3.0608715867993924e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.4953272184092473e+01,-3.9693898755758831e+01,5.6622520673333419e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    70,      DRIF,               ?
6.9729798133829413e-01,1.8590279530402327e+00,2.5379075337096273e+00,3.0662437814613730e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5032728698826347e+01,-3.9757085472626166e+01,5.6662534711467767e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    71,      DRIF,               ?
6.9829805094731834e-01,1.8539557878233310e+00,2.5339046392956539e+00,3.0716306652201902e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5112311595790686e+01,-3.9820272189493501e+01,5.6702421841396240e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    72,      DRIF,               ?
6.9929812055634255e-01,1.8488916289525323e+00,2.5299017448816805e+00,3.0770322952652790e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5192020874985491e+01,-3.9883458906360836e+01,5.6742182665788198e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    73,      DRIF,               ?
7.0029819016536676e-01,1.8438354764278369e+00,2.5258988504677071e+00,3.0824487290651875e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5271856536410763e+01,-3.9946645623228171e+01,5.6781817783503837e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    74,      DRIF,               ?
7.0129825977439098e-01,1.8387873302492443e+00,2.5218959560537337e+00,3.0878800243691484e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5351818580066499e+01,-4.0009832340095507e+01,5.6821327789624232e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    75,      DRIF,               ?
7.0229832938341519e-01,1.8337471904167550e+00,2.5178930616397603e+00,3.0933262392086602e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5431907005952702e+01,-4.0073019056962842e+01,5.6860713275481096e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    76,      DRIF,               ?
7.0329839899243940e-01,1.8287150569303687e+00,2.5138901672257870e+00,3.0987874318990766e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5512121814069371e+01,-4.0136205773830177e+01,5.6899974828686251e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    77,      DRIF,               ?
7.0429846860146361e-01,1.8236909297900856e+00,2.5098872728118136e+00,3.1042636610412061e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5592463004416505e+01,-4.0199392490697512e+01,5.6939113033160821e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    78,      DRIF,               ?
7.0529853821048782e-01,1.8186748089959055e+00,2.5058843783978402e+00,3.1097549855229217e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5672930576994105e+01,-4.0262579207564848e+01,5.6978128469164176e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    79,      DRIF,               ?
7.0629860781951204e-01,1.8136666945478286e+00,2.5018814839838668e+00,3.1152614645207799e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5753524531802171e+01,-4.0325765924432183e+01,5.7017021713322576e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    80,      DRIF,               ?
7.0729867742853625e-01,1.8086665864458547e+00,2.4978785895698934e+00,3.1207831575016487e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5834244868840706e+01,-4.0388952641299518e+01,5.7055793338657547e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    81,      DRIF,               ?
7.0829874703756046e-01,1.8036744846899839e+00,2.4938756951559200e+00,3.1263201242243460e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5915091588109707e+01,-4.0452139358166853e+01,5.7094443914614004e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    82,      DRIF,               ?
7.0929881664658467e-01,1.7986903892802162e+00,2.4898728007419466e+00,3.1318724247412882e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.5996064689609174e+01,-4.0515326075034189e+01,5.7132974007088111e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    83,      DRIF,               ?
7.1029888625560889e-01,1.7937143002165516e+00,2.4858699063279732e+00,3.1374401194001472e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6077164173339106e+01,-4.0578512791901524e+01,5.7171384178454875e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    84,      DRIF,               ?
7.1129895586463310e-01,1.7887462174989901e+00,2.4818670119139998e+00,3.1430232688455190e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6158390039299505e+01,-4.0641699508768859e+01,5.7209674987595480e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    85,      DRIF,               ?
7.1229902547365731e-01,1.7837861411275318e+00,2.4778641175000264e+00,3.1486219340206006e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6239742287490369e+01,-4.0704886225636194e+01,5.7247846989924384e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    86,      DRIF,               ?
7.1329909508268152e-01,1.7788340711021764e+00,2.4738612230860531e+00,3.1542361761688786e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6321220917911699e+01,-4.0768072942503530e+01,5.7285900737416136e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    87,      DRIF,               ?
7.1429916469170573e-01,1.7738900074229242e+00,2.4698583286720797e+00,3.1598660568358261e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6402825930563495e+01,-4.0831259659370865e+01,5.7323836778631974e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    88,      DRIF,               ?
7.1529923430072995e-01,1.7689539500897751e+00,2.4658554342581063e+00,3.1655116378706111e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6484557325445756e+01,-4.0894446376238200e+01,5.7361655658746159e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    89,      DRIF,               ?
7.1629930390975416e-01,1.7640258991027291e+00,2.4618525398441329e+00,3.1711729814278139e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6566415102558484e+01,-4.0957633093105535e+01,5.7399357919572069e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    90,      DRIF,               ?
7.1729937351877837e-01,1.7591058544617861e+00,2.4578496454301595e+00,3.1768501499691559e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6648399261901677e+01,-4.1020819809972870e+01,5.7436944099588043e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    91,      DRIF,               ?
7.1829944312780258e-01,1.7541938161669464e+00,2.4538467510161861e+00,3.1825432062652387e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6730509803475336e+01,-4.1084006526840206e+01,5.7474414733963010e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    92,      DRIF,               ?
7.1929951273682680e-01,1.7492897842182096e+00,2.4498438566022127e+00,3.1882522133972907e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6812746727279460e+01,-4.1147193243707541e+01,5.7511770354581875e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    93,      DRIF,               ?
7.2029958234585101e-01,1.7443937586155760e+00,2.4458409621882393e+00,3.1939772347589285e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6895110033314054e+01,-4.1210379960574876e+01,5.7549011490070641e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    94,      DRIF,               ?
7.2129965195487522e-01,1.7395057393590454e+00,2.4418380677742659e+00,3.1997183340579255e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.6977599721579114e+01,-4.1273566677442211e+01,5.7586138665821351e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    95,      DRIF,               ?
7.2229972156389943e-01,1.7346257264486180e+00,2.4378351733602925e+00,3.2054755753179914e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7060215792074640e+01,-4.1336753394309547e+01,5.7623152404016768e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    96,      DRIF,               ?
7.2329979117292365e-01,1.7297537198842936e+00,2.4338322789463191e+00,3.2112490228805646e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7142958244800631e+01,-4.1399940111176882e+01,5.7660053223654820e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    97,      DRIF,               ?
7.2429986078194786e-01,1.7248897196660724e+00,2.4298293845323458e+00,3.2170387414066115e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7225827079757089e+01,-4.1463126828044217e+01,5.7696841640572857e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    98,      DRIF,               ?
7.2529993039097207e-01,1.7200337257939542e+00,2.4258264901183724e+00,3.2228447958784395e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7308822296944012e+01,-4.1526313544911552e+01,5.7733518167471680e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,    99,      DRIF,               ?
7.2629999999999628e-01,1.7151857382679392e+00,2.4218235957043990e+00,3.2286672516015186e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7391943896361401e+01,-4.1589500261778888e+01,5.7770083313939305e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,        D9,   100,      DRIF,               ?
7.2749999999999626e-01,1.7094061508355662e+00,2.3945246179261264e+00,3.2356754149358274e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7491416053093467e+01,-4.1303527326125149e+01,5.7813812371854123e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     1,      QUAD,               ?
7.2869999999999624e-01,1.7036918990945842e+00,2.3673768996036513e+00,3.2427071785802808e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7590198740266086e+01,-4.1014945320076109e+01,5.7857384034602187e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     2,      QUAD,               ?
7.2989999999999622e-01,1.6980426220820690e+00,2.3403787258458140e+00,3.2497624317476614e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7688285717952521e+01,-4.0723772472844075e+01,5.7900800519075007e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     3,      QUAD,               ?
7.3109999999999620e-01,1.6924579629394776e+00,2.3135283912080178e+00,3.2568410613270998e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7785670790172755e+01,-4.0430027177300182e+01,5.7944064016635759e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     4,      QUAD,               ?
7.3229999999999618e-01,1.6869375688901056e+00,2.2868241995844998e+00,3.2639429518817298e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7882347805284901e+01,-4.0133727988812559e+01,5.7987176693603169e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     5,      QUAD,               ?
7.3349999999999616e-01,1.6814810912168034e+00,2.2602644641011880e+00,3.2710679856467662e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.7978310656373779e+01,-3.9834893624074205e+01,5.8030140691726059e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     6,      QUAD,               ?
7.3469999999999613e-01,1.6760881852399476e+00,2.2338475070091444e+00,3.2782160425280110e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8073553281636681e+01,-3.9533542959920695e+01,5.8072958128648787e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     7,      QUAD,               ?
7.3589999999999611e-01,1.6707585102956684e+00,2.2075716595785821e+00,3.2853870001007934e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8168069664766282e+01,-3.9229695032137769e+01,5.8115631098367801e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     8,      QUAD,               ?
7.3709999999999609e-01,1.6654917297143295e+00,2.1814352619934563e+00,3.2925807336093449e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8261853835330687e+01,-3.8923369034258876e+01,5.8158161671679545e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,     9,      QUAD,               ?
7.3829999999999607e-01,1.6602875107992616e+00,2.1554366632466122e+00,3.2997971159666178e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8354899869150557e+01,-3.8614584316352733e+01,5.8200551896619906e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    10,      QUAD,               ?
7.3949999999999605e-01,1.6551455248057465e+00,2.1295742210354947e+00,3.3070360177545488e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8447201888673352e+01,-3.8303360383801049e+01,5.8242803798895425e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    11,      QUAD,               ?
7.4069999999999603e-01,1.6500654469202507e+00,2.1038463016584057e+00,3.3142973072247744e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8538754063344584e+01,-3.7989716896066369e+01,5.8284919382306448e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    12,      QUAD,               ?
7.4189999999999601e-01,1.6450469562399064e+00,2.0782512799113051e+00,3.3215808502997990e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8629550609976125e+01,-3.7673673665450238e+01,5.8326900629162459e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    13,      QUAD,               ?
7.4309999999999599e-01,1.6400897357522413e+00,2.0527875389851480e+00,3.3288865105746218e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8719585793111538e+01,-3.7355250655841708e+01,5.8368749500689737e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    14,      QUAD,               ?
7.4429999999999596e-01,1.6351934723151527e+00,2.0274534703637528e+00,3.3362141493188269e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8808853925388362e+01,-3.7034467981456231e+01,5.8410467937431557e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    15,      QUAD,               ?
7.4549999999999594e-01,1.6303578566371275e+00,2.0022474737221927e+00,3.3435636254791368e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8897349367897377e+01,-3.6711345905565082e+01,5.8452057859641096e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    16,      QUAD,               ?
7.4669999999999592e-01,1.6255825832577036e+00,1.9771679568257063e+00,3.3509347956824381e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.8985066530538798e+01,-3.6385904839215385e+01,5.8493521167667241e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    17,      QUAD,               ?
7.4789999999999590e-01,1.6208673505281748e+00,1.9522133354291165e+00,3.3583275142392793e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9071999872375400e+01,-3.6058165339940757e+01,5.8534859742333446e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    18,      QUAD,               ?
7.4909999999999588e-01,1.6162118605925364e+00,1.9273820331767557e+00,3.3657416331478429e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9158143901982516e+01,-3.5728148110462740e+01,5.8576075445309815e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    19,      QUAD,               ?
7.5029999999999586e-01,1.6116158193686689e+00,1.9026724815028899e+00,3.3731770020984003e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9243493177794935e+01,-3.5395873997383035e+01,5.8617170119478611e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    20,      QUAD,               ?
7.5149999999999584e-01,1.6070789365297624e+00,1.8780831195326331e+00,3.3806334684782463e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9328042308450634e+01,-3.5061363989866685e+01,5.8658145589293276e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    21,      QUAD,               ?
7.5269999999999582e-01,1.6026009254859757e+00,1.8536123939833498e+00,3.3881108773771190e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9411785953131336e+01,-3.4724639218316199e+01,5.8699003661131191e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    22,      QUAD,               ?
7.5389999999999580e-01,1.5981815033663338e+00,1.8292587590665348e+00,3.3956090715931103e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,2.9494718821899873e+01,-3.4385720953036795e+01,5.8739746123640274e-02,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+01,1.1350314421322028e+02,       Q14,    23,      QUAD,               ?
